fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-25426.148072146014,0.07367046916135514,0.900492067095473
2,440255,110064,-25383.4536873342,0.0735828858751657,0.9020350649954669
3,440255,110064,-25573.84490840765,0.07403390115780932,0.9006837218401618
4,440255,110064,-25446.715956108248,0.07346097824555031,0.9015165133994123
5,440256,110063,-25357.071106581672,0.07354190793930653,0.9019313910855304
