fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-43894.715400554254,0.13204661315051586,0.8406423794961978
2,440255,110064,-43467.68170618497,0.13093905697341876,0.8441446990797856
3,440255,110064,-43569.92053444947,0.13136934305258924,0.842749177900619
4,440255,110064,-43669.56162536393,0.13143438744552619,0.8417659935839495
5,440256,110063,-43681.26349915629,0.13146184251550397,0.8436276527216721
