fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-43946.14646363735,0.1320747446975274,0.8404971090735092
2,440255,110064,-43542.55501083025,0.1310079600718301,0.8439938563183589
3,440255,110064,-43674.50919973695,0.13155373740616688,0.8422644341735246
4,440255,110064,-43805.11562850357,0.13153412435310818,0.8413994063947221
5,440256,110063,-43770.394422198355,0.13154535329170963,0.8433563994475023
