fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-47474.68350350797,0.14055197201167374,0.8235321729810336
2,440255,110064,-47237.18550384731,0.13972010550228256,0.8258773146963427
3,440255,110064,-47376.343335056474,0.14023101235127963,0.8248291876666294
4,440255,110064,-47216.66886815058,0.13959490286457998,0.8248301349271495
5,440256,110063,-47329.93353817076,0.1399887764933527,0.8264882490617453
