fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-25340.650559074715,0.07352455309556757,0.900653158830266
2,440255,110064,-25272.67927035191,0.07339961119490668,0.902371952019758
3,440255,110064,-25427.265065105785,0.07385785636947378,0.9010637443163372
4,440255,110064,-25359.855685538787,0.07332056211426312,0.901792111867431
5,440256,110063,-25266.891655492906,0.07337777885600312,0.9021888165460605
