fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-18704.550311592313,0.05307999680199264,0.923097892508538
2,440255,110064,-18750.663946496457,0.05332849100906255,0.9232099245583492
3,440255,110064,-821542.9916981471,0.2070886029946213,0.7973351935803261
4,440255,110064,-18962.568739696704,0.05348590124593853,0.9234561450711097
5,440256,110063,-18805.635261270312,0.05332400015695949,0.9227404287395002
