predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson,marginalized,cv_brier_mean,cv_brier_std,cv_auc_mean,cv_auc_std,cv_folds
fluence-scattering_time-width-dm,7,12.0,5.0,550319,64171,-126126.96422499178,0.3635580349320008,0.12271267432281696,0.40579575511747495,0.07325533012200397,340762.6690509332,False,0.07348888831547111,0.0001716320244274317,0.90150220157972,0.0006896049085757823,5
