fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-44026.37677328606,0.13232650029410248,0.8402379850535922
2,440255,110064,-43664.827622057055,0.13132285359720616,0.8434652076801104
3,440255,110064,-43795.730557713614,0.13183525275122443,0.842104751802514
4,440255,110064,-43832.517835226616,0.13178762844775832,0.8414245105232545
5,440256,110063,-43819.26996500703,0.1317879148978724,0.8430057012901399
