fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-25321.887560802785,0.07350447798314608,0.9006813850971884
2,440255,110064,-25244.193494738836,0.07335399973763995,0.902438831008306
3,440255,110064,-25404.489836696863,0.07375946866126186,0.901172189214483
4,440255,110064,-25348.737514479413,0.07326950235921262,0.9017966812423142
5,440256,110063,-25233.044843018888,0.07331802249193059,0.9023713078807096
