fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-19035.851065837236,0.05393235143629308,0.922227380278502
2,440255,110064,-19141.180143825357,0.054150072221789136,0.922316115136193
3,440255,110064,-19202.851070103483,0.05424268277917007,0.9211043797159713
4,440255,110064,-19253.630283541595,0.054296379301418965,0.9221618665660692
5,440256,110063,-19151.82589376461,0.05412859117235664,0.921350472872369
