fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-18542.134317076303,0.052999610109709466,0.9233284578716136
2,440255,110064,-18657.674448100664,0.053221958734729034,0.9237497762078516
3,440255,110064,-18735.850107734506,0.053438512274591524,0.9228722215435191
4,440255,110064,-18866.349310534522,0.05345816625964632,0.9238444770062101
5,440256,110063,-18659.02840577055,0.05322365014842383,0.9230675685404687
