fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-43940.1972966217,0.13205158228095956,0.840570094242811
2,440255,110064,-43489.53378387097,0.1309949562823555,0.8440030348748274
3,440255,110064,-43629.41493137019,0.13143465222832584,0.8425789354455597
4,440255,110064,-43746.083951348875,0.13149233483698863,0.8415598283393347
5,440256,110063,-43656.95033420274,0.13145897894005068,0.8435869793041504
