fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-25344.82435281037,0.07355833221128524,0.9005372545857375
2,440255,110064,-25272.824166847742,0.07341113784242867,0.9024189935591451
3,440255,110064,-25434.267783843214,0.07379314767249152,0.9010454828076178
4,440255,110064,-25477.831236288806,0.07333579391554541,0.9013871445221429
5,440256,110063,-25257.54071003537,0.07334602993560475,0.9021221324239568
