fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-25930.508355240825,0.07462860896705961,0.8992161784288399
2,440255,110064,-25875.557063282035,0.07450680573973743,0.9008127553966075
3,440255,110064,-26020.55979772876,0.07487705277928462,0.8993434558262037
4,440255,110064,-25913.627400250552,0.07430459145861115,0.8998158152545783
5,440256,110063,-25909.440141354946,0.07461119792692886,0.9002199118825492
