fold,n_train,n_val,log_likelihood,brier_score,auc
1,440255,110064,-28153.436768047075,0.07886053782083663,0.8874408823627253
2,440255,110064,-28141.195617315632,0.07875518404664632,0.8881982129983221
3,440255,110064,-28283.655129470993,0.07920430094591546,0.8874409514435373
4,440255,110064,-28035.123612283576,0.07829376777465741,0.8886644249550688
5,440256,110063,-28052.409747507896,0.07849367003676924,0.8894009121054045
