predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson
width,3,12.0,5.0,550319,64171,-197590.1979814653,0.0029515523962809764,0.0010623175181052602,0.003512953668502101,0.10288671678299634,546451.355634587
