Order,Number of Parameters,AIC,BIC,Log-Likelihood,Deviance R^2,Cox-Snell R^2,Nagelkerke R^2,Sum of Squared Residuals
3,4,395188.3959629306,395233.26897648687,-197590.1979814653,0.0029515523962809764,0.0010623175181052602,0.003512953668502101,546451.355634587
