Order,Number of Parameters,AIC,BIC,Log-Likelihood,Deviance R^2,Cox-Snell R^2,Nagelkerke R^2,Sum of Squared Residuals
3,4,391668.72619244846,391713.59920600476,-195830.36309622423,0.011831753227564357,0.004251663197977429,0.014059728446547423,548596.4545276185
