predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson,marginalized,effective_sample_size,ess_fraction,marginalized_over
fluence-dm,5,12.0,5.0,550319,64171,-76787.72372040413,0.10841426283948585,0.016823699597641073,0.11613088878456569,0.033142809427283954,3816887.7608445426,True,17909.350119750634,0.03254357948708046,scattering_time-width
