predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson,marginalized,effective_sample_size,ess_fraction,marginalized_over
fluence-dm,3,12.0,5.0,550319,64171,-77032.30568612227,0.10557441056055927,0.01638664284266622,0.11311396678652644,0.03321778483834955,3825509.830455827,True,17909.350119750634,0.03254357948708046,scattering_time-width
