predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson,marginalized,effective_sample_size,ess_fraction,marginalized_over
scattering_time-dm,1,12.0,5.0,550319,64171,-271445.7124888572,0.01045085351245656,0.00519579691454386,0.013236514792292304,0.15772793625686846,395997.27188446885,True,10346.959787141914,0.01880174914393636,fluence-width
