predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson,marginalized,effective_sample_size,ess_fraction,marginalized_over
scattering_time-dm,2,12.0,5.0,550319,64171,-267392.3918524156,0.025227141336106818,0.012496012220581165,0.0318341254138315,0.15537392776590728,431916.06827288866,True,10346.959787141914,0.01880174914393636,fluence-width
