predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson
fluence,3,12.0,5.0,550319,64171,-150644.11365137243,0.23984346799009992,0.08274514343439088,0.2736280351443621,0.08483771598510445,457463.57176476636
