Order,Number of Parameters,AIC,BIC,Log-Likelihood,Deviance R^2,Cox-Snell R^2,Nagelkerke R^2,Sum of Squared Residuals
3,4,396175.88888880116,396220.76190235745,-198083.94444440058,0.00046008698246702284,0.0001656679874061373,0.0005478437041589704,550147.5056117332
