predictors,order,snr_cut,sidelobe_cut,n,n_detected,loglik,McFadden_R2,CoxSnell_R2,Nagelkerke_R2,Brier,SumSqPearson
dm,3,12.0,5.0,550319,64171,-198083.94444440058,0.00046008698246702284,0.0001656679874061373,0.0005478437041589704,0.10298246688740526,550147.5056117332
